# España: Datos de población del INE, a 1 de Enero (Detalle municipal)
#   http://www.ine.es/jaxiT3/Tabla.htm?t=2860&L=0
1,Maó,2012,28972
1,Maó,2013,28765
1,Maó,2014,28460
1,Maó,2015,28006
1,Maó,2016,28099
1,Maó,2017,28161
1,Maó,2018,28592
2,Maó,2012,28972
2,Maó,2013,28765
2,Maó,2014,28460
2,Maó,2015,28006
2,Maó,2016,28099
2,Maó,2017,28161
2,Maó,2018,28592
