#Org ,PROG,  Àrea,Econ ,   CAP,Descripció ,PREVISIÓN INICIAL 2018,PREVISIÓN INICIAL 2019
SP1,3260.0,3,2260201.0,2.0,PUBLICITAT I PROPAGANDA.- ESC.MUNICIPALS,1500.0,1500.0
SP3,3322.0,3,2260201.0,2.0,PUBLICITAT I PROPAGANDA.- ARXIU,1000.0,1000.0
SP3,3341.0,3,2260201.0,2.0,PUBLICITAT I PROPAGANDA.- MUSEU H. SANZ,10000.0,10000.0
SP3,3344.0,3,2260201.0,2.0,PUBLICITAT I PROPAGANDA.- PROMO. CULT.,15000.0,15000.0
SP3,3370.0,3,2260201.0,2.0,PUBLICITAT I PROPAGANDA.-OCI I TEMPS LLIURE,1000.0,1000.0
SP3,3380.0,3,2260201.0,2.0,PUBLICITAT I PROPAGANDA.- FESTES,26000.0,28000.0
SG8,4310.0,4,2260201.0,2.0,PUBLICITAT I PROPAGANDA.-COMERÇ,4000.0,4000.0
SG8,4312.0,4,2260201.0,2.0,PUBLICITAT I PROPAGANDA- MERCATS,5000.0,5000.0
SG8,4320.0,4,2260201.0,2.0,PUBLICITAT I PROPAGANDA.-TURISME,6000.0,6000.0
SG8,4330.0,4,2260201.0,2.0,PUBLICITAT I PROPAGANDA.-ACTIVITATS,4000.0,4000.0
SG1,9202.0,9,2260201.0,2.0,PUBLICITAT I PROPAGANDA.- SECRETARIA,300.0,400.0
SG1,9203.0,9,2260201.0,2.0,PUBLICITAT I PROPAGANDA.-CONTRACTACIO,6000.0,8000.0
SG1,9250.0,9,2260201.0,2.0,PUBLICITAT I PROPAGANDA.- OAC,1000.0,1000.0
SG1,9260.0,9,2260201.0,2.0,PUBLICITAT I PROPAGANDA.-COMUNICACIO,20000.0,20000.0
CM2,1511.0,1,2260401.0,2.0,DESPESES JURÍDIQUES.-URBANISME,2500.0,2500.0
SG1,9202.0,9,2260401.0,2.0,DESPESES JURIDIQUES.- SECRETARIA,18000.0,25000.0
SG1,9205.0,9,2260601.0,2.0,CURSOS FORMACIÓN INTERNA S.-RRHH,4000.0,4000.0
SG5,1300.0,1,2269901.0,2.0,ALTRES DESPESES VARIES.-POLICIA,20000.0,20000.0
CM2,1511.0,1,2269901.0,2.0,ALTRES DESPESES VARIES.-URBANISME,4500.0,4500.0
SP1,1522.0,1,2269901.0,2.0,ALTRES DESPESES.- HABITATGE,15000.0,15000.0
CM1,1621.0,1,2269901.0,2.0,ALTRES DESPESES VARIES.-RSU,15000.0,18000.0
SP1,1640.0,1,2269901.0,2.0,ALTRES DESPESES VARIES.-CEMENTIRI,1600.0,1600.0
CM1,1700.0,1,2269901.0,2.0,ALTRES DEPESES.- RECURSOS I SOSTENIBILITAT,15000.0,40000.0
CM1,1711.0,1,2269901.0,2.0,ALTRES DESPESES VARIES.- MICROCIUTAT,85000.0,85000.0
CM1,1719.0,1,2269901.0,2.0,ALTRES DESPESES VARIES.- EDIFICIS MPALS,8000.0,10000.0
CM6,1721.0,1,2269901.0,2.0,ALTRES DESPESES VARIES.-MEDI AMBIENT,35000.0,49000.0
SP1,2310.0,2,2269902.0,2.0,ALTRES DESPESES VARIES.- MEDIACIÓ SOC.,20000.0,20000.0
SP1,2310.0,2,2269901.0,2.0,ALTRES DESPESES VARIES.-ATE. PRIMÀRIA Y CASA ACOLLIDA,50000.0,50000.0
SP1,2311.0,2,2269901.0,2.0,ALTRES DESPESES VARIES.-R.G.A,3000.0,6000.0
SG8,2410.0,2,2269901.0,2.0,ALTRES DESPESES VARIES.-FOR. OCUPACIO CURSOS,100000.0,100000.0
SP1,3230.0,3,2269901.0,2.0,ALTRES DESPESES VARIES.-EDUCACIO,63500.0,70000.0
SP1,3231.0,3,2269901.0,2.0,ALTRES DESPESES VARIES.-EDUCACIÓ.0-3,90000.0,90000.0
SP1,3260.0,3,2269901.0,2.0,ALTRES DESPESES VARIES.-ESC. MUNICIP.,8500.0,8500.0
SP3,3322.0,3,2269901.0,2.0,ALTRES DESPESES VARIES.-ARXIU,20000.0,20000.0
SP3,3344.0,3,2269901.0,2.0,ALTRES DESPESES VARIES.-PROMO. CULT.,50000.0,69000.0
SP3,3346.0,3,2269901.0,2.0,ALTRES DESPESES.- POLÍTICA LINGÜÍSTICA,10000.0,10000.0
SP3,3370.0,3,2269901.0,2.0,ALTRES DESPESES VARIES.-OCI I TEMPS LLIURE ,30000.0,30000.0
SP3,3380.0,3,2269901.0,2.0,FESTES POPULARS.-FESTES,221000.0,220000.0
SP3,3400.0,3,2269901.0,2.0,ALTRES DESPESES VARIES.-ESPORTS,15000.0,16000.0
SG8,4310.0,4,2269901.0,2.0,ALTRES DESPESES VÀRIES - COMERÇ,25000.0,25000.0
SG8,4312.0,4,2269901.0,2.0,ALTRES DESPESES VARIES.- MERCATS,20000.0,20000.0
SG8,4320.0,4,2269901.0,2.0,ALTRES DESPESES VÀRIES -TURISME,33000.0,33000.0
SG1,9120.0,9,2269901.0,2.0,ALTRES DESPESES VARIES.-ORG. GOVERN,15000.0,17000.0
SG1,9202.0,9,2269901.0,2.0,ALTRES DESPESES VARIES.-SECRETARIA,4800.0,5000.0
SG1,9203.0,9,2269901.0,2.0,ALTRES DESPESES VARIES.- CONTRACTACIÓ,2000.0,2500.0
SG1,9205.0,9,2269901.0,2.0,ALTRES DESPESES VARIES.-RRHH,12405.0,13000.0
SG4,9206.0,9,2269901.0,2.0,ALTRES DESPESES VARIES.- INFORMATICA,5000.0,5000.0
SG1,9250.0,9,2269901.0,2.0,ALTRES DESPESES VARIES.-OAC,1000.0,1000.0
SG1,9260.0,9,2269901.0,2.0,ALTRES DESPESES VARIES.-COMUNICACIO,25000.0,25000.0
SG4,9311.0,9,2269901.0,2.0,ALTRES DESPESES VARIES.-GESTIÓ  PRES.,1000.0,1000.0
SG4,9340.0,9,2269901.0,2.0,ALTRES DESPESES VARIES.- G. FINANCERA,5000.0,5000.0
SG5,1300.0,1,2269902.0,2.0,DESPESES PROTECCIÓ CIVIL.- POLICIA,10000.0,12000.0
SP3,3341.0,3,2269902.0,2.0,ALTRES DESPESES VARIES.-MUSEU H. SANZ,20000.0,20000.0
CM1,1711.0,1,2270001.0,2.0,CONTR. SERVEI DE NETEJA EDIFICIS.- MICROCIUTAT,850000.0,850000.0
SG4,9340.0,9,2270401.0,2.0,DESPESES CUSTODIA I MANTENIMENT C/C,20000.0,14000.0
SG5,1300.0,1,2270601.0,2.0,CONTR.SERV.ESTUD.TREB.TEC.- POLICIA,40000.0,40000.0
CM2,1511.0,1,2270601.0,2.0,CONTR.SERV.ESTUD.TREB.TEC.- URBANISME ASESOR JURIDICO,90000.0,90000.0
CM2,1512.0,1,2270601.0,2.0,CONTR.SERV.ESTUD.TREB.TEC.- OBRA PÚB. ,40000.0,40000.0
CM1,1610.0,1,2270601.0,2.0,CONTRACTE SERVEIS AIGUA I SANEJAMENT,25000.0,0.0
CM1,1710.0,1,2270601.0,2.0,CONTRAC. SERVEIS L.- PARCS I JARDINS,385000.0,412000.0
CM1,1711.0,1,2270601.0,2.0,CONTR.SERV.ESTUD.TREB.TEC.-  MICROCIUTAT,12000.0,12000.0
SP1,2310.0,2,2270601.0,2.0,CONTR.SERV.ESTUD.TREB.TEC.-ATENCIÓN PRIMARIA,35600.0,35000.0
SP3,3322.0,3,2270601.0,2.0,CONTR.SERV.ESTUD.TREB.TEC.- ARXIU,6600.0,6600.0
SG8,4310.0,4,2270601.0,2.0,CONTR.SERV.ESTUD.TREB.TEC.- COMERÇ,55000.0,55000.0
SG8,4312.0,4,2270601.0,2.0,CONTR.SERV.ESTUD.TRAB.TEC.- ASSENTADORS  MERCATS,18000.0,24000.0
SG8,4320.0,4,2270601.0,2.0,CONTR.SERV.ESTUD.TREB.TEC.- TURISME,18000.0,18000.0
SG1,9120.0,9,2270601.0,2.0,CONTRACT. TREB. TEC..-ORG. GOVERN,21000.0,21000.0
SG1,9202.0,9,2270601.0,2.0,CONTR.SERV.ESTUD.TREB.TEC.- SECRETARIA,12000.0,15000.0
SG1,9205.0,9,2270601.0,2.0,CONTR.SERV.ESTUD.TREB.TEC.- RRHH,25000.0,25000.0
SG4,9206.0,9,2270601.0,2.0,CONTR.SERV.ESTUD.TREB.TEC.- INFORMATI.,185000.0,220000.0
SG1,9260.0,9,2270601.0,2.0,CONTR.SERV.ESTUD.TREB.TEC.-COMUNICAC.,25000.0,25000.0
SG4,9340.0,9,2270601.0,2.0,CONTR.SERV.ESTUD.TREB.TEC.- TRESORERIA-RECAPTACIÓ,808753.0,850000.0
SG5,1300.0,1,2270602.0,2.0,CONTR.SERV.GRUA- POLICIA,25000.0,30000.0
SG1,9205.0,9,2270602.0,2.0,CONTR.SERV. - RRHH.,1000.0,1000.0
SG5,1300.0,1,2279901.0,2.0,CONTR.SERV.CONCESSIONS.-POLICIA,450000.0,450000.0
CM2,1511.0,1,2279901.0,2.0,CONTRACT. SERV.- URBANISME,18000.0,18000.0
SP1,1522.0,1,2279901.0,2.0,CONTRACT SERVEIS.- HABITATGE,6000.0,6000.0
CM1,1610.0,1,2279901.0,2.0,CONTR.SERV.CONCESSIONS.-AIGUA I SANEJ.,1865000.0,1865000.0
CM1,1621.0,1,2279902.0,2.0,CONTR.SERV. ALTRES.- RSU,85000.0,100000.0
CM1,1621.0,1,2279901.0,2.0,CONTR.SERV.CONCESSIONS.-RSU,2620000.0,2620000.0
SP1,1640.0,1,2279901.0,2.0,CONTR.SERV. CONCESSIONS.-CEMENTERIS,300000.0,300000.0
CM1,1700.0,1,2279901.0,2.0,CONTR.SERV. ALTRES.- RECURSOS I SOSTENIBILITAT,65000.0,105000.0
CM6,1721.0,1,2279901.0,2.0,CONTR.SERV. ALTRES.- MEDI AMBIENT,150000.0,60000.0
SP1,2310.0,2,2279902.0,2.0,CONTR.SERV. ALTRES.- MEDIACIÒ SOCIAL,100000.0,100000.0
SP1,2310.0,2,2279901.0,2.0,CONTR.SERV. ALTRES.- ATENCIÓ PRIMÀRIA,250000.0,303000.0
SP1,2311.0,2,2279901.0,2.0,CONTR.SERV. ALTRES.-  R.G.A,70000.0,70000.0
SP3,3341.0,3,2279901.0,2.0,CONTR.SERV.SERV.EST.TREB.TEC-ARCH/PAT OLIVER,25000.0,25000.0
SP3,3370.0,3,2279901.0,2.0,CONTR.SERV.ALTRES.-JOVENTUT CONCERTS,2000.0,2000.0
CM2,1511.0,1,2279902.0,2.0,CONTRACT. SERVEIS - EXECUCIONS SUBSIDIÀRIES,60000.0,60000.0
SP1,1640.0,1,2279902.0,2.0,CONTR.SERV. CONCES.-CEMENT.- RET. CON,226025.0,226025.0
SP3,3341.0,3,2279902.0,2.0,CONTRACT SEGURETAT HDEZ SANZ,55000.0,55000.0
SG1,9120.0,9,2300001.0,2.0,DIETES CARRECS ELECTES.-ORG. GOVERN,2500.0,2500.0
SG1,9205.0,9,2302001.0,2.0,DIETES PERSONAL.-RECURSOS HUMANS,2000.0,2000.0
SG1,9120.0,9,2310001.0,2.0,LOCOMOCIO.-ORG. GOVERN,3000.0,3000.0
SG1,9205.0,9,2310001.0,2.0,LOCOMOCIO.-RECURSOS HUMANS,3000.0,3000.0
#,,,,Total 2,,13381733.0,13780325.0
SG4,0110,0,3101101.0,3.0,INTERESSOS.  LC - OPERACIÓ DE TRESORERIA,10000.0,0.0
SG4,0110,0,3101901.0,3.0,INT. PREST 2003  LC -  INVERS - Nº 30584029822,5256.0,2020.0
SG4,0110,0,3102001.0,3.0,INT.  PREST 2004  BBVA INVERSIONS 974 04357000,31193.0,20780.0
SG4,0110,0,3102101.0,3.0,INT.  PREST 2005 BBVA INVERSIONS 974 05137023,19991.0,14275.0
SG4,0110,0,3102201.0,3.0,INT. PREST2006 BBVA 974-06183571,43101.0,34025.0
SG4,0110,0,3102501.0,3.0,INTERESSOS LC  PRESTEC INVERSIONS 2007,170.0,140.0
SG4,0110,0,3102502.0,3.0,INTERESSOS  BBVQ PRESTEC INVERSIONS 2007,1009.0,0.0
SG4,0110,0,3102701.0,3.0,INT. PREST 2009 BBVA,62166.0,54745.0
SG4,0110,0,3102801.0,3.0,INT. PREST 2010 CAJA MADRID,6007.0,4310.0
SG4,0110,0,3103101.0,3.0,INT. PREST INVERSIONS,25000.0,25000.0
SG4,0110,0,3103301.0,3.0,INT. AVAL ANTE CAIB,3000.0,3000.0
SG4,9340.0,9,3520001.0,3.0,INTERESSOS DEMORA LLEI MOROSSITAT,100000.0,50000.0
#,,,,Total 3,,306893.0,208295.0
SG8,2410.0,2,4500001.0,4.0,DEVOLUCIÓN IMPORTES SOIB A LA CAIB,0.0,20000.0
SG5,1300.0,1,4610111.0,4.0,TRANSF. AL CIMe.- POLICIA.- SERV. EXTINCIÓ INCENDIS,385000.0,385000.0
CM6,1721.0,1,4610111.0,4.0,TRANSF. AL CIMe.- CONVENI ALBERG ANIMALS,0.0,17500.0
SP1,2311.0,2,4610111.0,4.0,TRANSF. AL CIMe.- RGA - ACTIVITAT PERSONES MAJORS,7300.0,10000.0
SP1,3110.0,3,4610111.0,4.0,TRANSF. AL CIMe.- CONVENI ALBERG ANIMALS,17500.0,0.0
SP1,3230.0,3,4610112.0,4.0,TRANSF. AL CIMe -CONVENIO CIM AT. EDUCATIVA INFANTIL,14700.0,14700.0
SP1,3230.0,3,4610111.0,4.0,TRANSF. AL CIMe.- EDUCACIÓ (PERSONES ADULTES),43400.0,70475.0
SP3,3400.0,3,4610111.0,4.0,TRANSF. AL CIMe.- ISLAND GAMES,1500.0,8500.0
SG1,9205.0,9,4610111.0,4.0,TRANSF. AL CIMe- CONVENI SERVEI DE PREVENCIÓ,32000.0,32000.0
SP1,3230.0,3,4610211.0,4.0,TRANSF. AL CIMe - UNIV. OBERTA MAJORS,3400.0,3400.0
SP3,3344.0,3,4610211.0,4.0,CIMe - CAMPANYA MONUMENTS ARQUEOLÒGICS 2012-2015,8000.0,8000.0
CM6,1721.0,1,4610311.0,4.0,CIMe.- CONVENI PLATGES 2010-2017,100000.0,100000.0
SP1,3230.0,3,4610311.0,4.0,IME - ORGANITZACIÓ UIMIR,35000.0,35000.0
CM1,1532.0,1,4610411.0,4.0,CIMe.- CAMINS RURALS ,28115.0,28200.0
SG5,1300.0,1,4620111.0,4.0,TRANSF. A AJUNTAMENTS.- COL.LABORACIÓ POLICIES LOCALS,6000.0,6000.0
SG1,9120.0,9,4670001.0,4.0,TRANSF. A CONSORCIS.- MILITAR LA MOLA,15000.0,15000.0
CM1,1621.0,1,4670111.0,4.0,CONSORCI R.S.U.- TRACTAMENT RESIDUS,470500.0,384000.0
SP3,3400.0,3,4670111.0,4.0,CONSORCI PAVELLÓ BINTAUFA,61800.0,61800.0
CM2,1511.0,1,4670211.0,4.0,CONSORCI PENYASSEGAT PORT DE MAÓ.- INTERESSOS,7000.0,0.0
CM1,1621.0,1,4670211.0,4.0,TRANSF. A CONSORCIS.- CRSU - DEIXALLERIES MAÓ,225000.0,267500.0
SP3,3344.0,3,4670211.0,4.0,CONSORCI MUSEU MILITAR DE MENORCA,15000.0,15000.0
SP1,3230.0,3,4800111.0,4.0,TRANSF. A ALTRES ENS.- UNED,3000.0,3000.0
CM6,1721.0,1,4800114.0,4.0,SUBV. NOMINATIVES- MEDI AMBIENT,8000.0,7000.0
SP1,2310.0,2,4800114.0,4.0,SUBV. NOMINATIVES- ACCIONS SOCIALS,136300.0,160960.0
SP1,3230.0,3,4800114.0,4.0,SUBV. NOMINATIVES- EDUCACIÓ,31500.0,31000.0
SP3,3344.0,3,4800114.0,4.0,SUBV. NOMINATIVES- CULTURA,110400.0,113400.0
SP3,3400.0,3,4800114.0,4.0,SUBV. NOMINATIVES- ESPORTS,107150.0,119500.0
SG8,4310.0,4,4800114.0,4.0,SUBV. NOMINATIVES- COMERÇ,10000.0,30000.0
SG1,9120.0,9,4800114.0,4.0,SUBV. NOMINATIVES- PARTICIPACIÓ CIUTADANA,29900.0,60900.0
SP1,2310.0,2,4830111.0,4.0,TRANSF. A FAMÍLIES.- AT. PRIMÀRIA EMERGENCIAS CIMe,323000.0,323000.0
SP3,3344.0,3,4840311.0,4.0,PREMIS DE CONCURS. - CULTURA,6000.0,14300.0
SP1,2310.0,2,4850401.0,4.0,TRANSF. A FUND. DISCAPACITATS- ATENCIÓ PRIMÀRIA,22000.0,22000.0
SP1,3231.0,3,4850401.0,4.0,CONVENI COOP. ESCOLES INFANTILS,1260000.0,1260000.0
SP3,3344.0,3,4850402.0,4.0, FUND. AMIGOS DE LA OPERA,20000.0,20000.0
SP3,3344.0,3,4850401.0,4.0, FUND. TEATRO PRAL- PROM. CULTURAL,367000.0,367000.0
SG1,9120.0,9,4890111.0,4.0,TRANSFERÈNCIES A GRUPS MUNICIPALS,55000.0,55000.0
#,,,,Total 4,,3965465.0,4069135.0
SG4,9290.0,9,5000000.0,5.0,FONS DE CONTINGENCIA,350000.0,150000.0
#,,,,Total 5,,350000.0,150000.0
CM1,1610.0,1,6110002.0,6.0,PLANTA DESNITRIFICADORA,624916.0,0.0
SG8,4320.0,4,6120111.0,6.0,PROMOCIÓ TURÍSTICA,12000.0,44200.0
SG8,4310.0,4,6120211.0,6.0,INVERSIONS COMERÇ LOCAL,17200.0,0.0
CM1,1711.0,1,6190112.0,6.0,ASFALTATS,100000.0,100000.0
CM2,1511.0,1,6190211.0,6.0,REFORMES  CARRERS,1300000.0,550000.0
CM1,1711.0,1,6190211.0,6.0,MILLORES CIUTAT MICROACCIONS,150000.0,200000.0
CM6,1721.0,1,6190212.0,6.0,INVERSIONS MEDI AMBIENT,60000.0,125000.0
CM1,1711.0,1,6190213.0,6.0,OBRES NOVES A LA XARXA ELÈCTRICA,20000.0,50000.0
CM1,1711.0,1,6190214.0,6.0,XARXA DE CAMINS RURALS,75000.0,75000.0
CM1,1710.0,1,6190301.0,6.0,MILLORES EXTERIORS HOTEL MIRADOR,0.0,30000.0
SG5,1300.0,1,6190311.0,6.0,MOBILITAT,25000.0,25000.0
CM2,1511.0,1,6190311.0,6.0,INVERSIÓ EN VIES PÚBLIQUES POIMA,60000.0,60000.0
CM1,1711.0,1,6190311.0,6.0,PARCS INFANTILS,60000.0,60000.0
CM2,1511.0,1,6190313.0,6.0,DESENVOLUPAMENT URBÀ SOSTENIBLE,20000.0,20000.0
CM1,1711.0,1,6190411.0,6.0,INVERSIO EN CLIMATITZACIÓ,20000.0,30000.0
CM1,1711.0,1,6220111.0,6.0,REDACCIÓ PROJECTES.- OBRA PÚBLICA,51000.0,50000.0
CM1,1719.0,1,6220111.0,6.0,REDACCIÓ PROJECTES.- EDIFICIS,,58000.0
SP3,3400.0,3,6220111.0,6.0,INSTAL.LACIONS ESPORTIVES MILLORES,70000.0,100000.0
SG8,4310.0,4,6220111.0,6.0,INVERSIONS MERCATS MUNICIPALS,,270000.0
SG8,4312.0,4,6220115.0,6.0,INVERSIONS MERCATS,10000.0,0.0
CM1,1650.0,1,6220118.0,6.0,NOVA NAU BRIGADA I POLICIA,,500000.0
CM1,1711.0,1,6220211.0,6.0,INVERSIONS EN EDIFICIS.- OBRA PÚBLICA,50000.0,250000.0
CM1,1650.0,1,6220311.0,6.0,PLA D'ESTALVI ENERGÈTIC MUNICIPAL,10000.0,15000.0
CM1,1650.0,1,6220411.0,6.0,PLAQUES SOLARS FOTOVOLTÀIQUES,50000.0,80000.0
SG5,1300.0,1,6230111.0,6.0,EQUIPAMENT POLICIA,90500.0,50000.0
SP1,2311.0,2,6230111.0,6.0,EQUIPAMENT RGA,18000.0,70000.0
SP1,3260.0,3,6230111.0,6.0,INSTRUMENTS I ESTRIS  ESCOLA DE MÚSICA,5000.0,5000.0
SG4,9311.0,9,6230111.0,6.0,EQUIPAMENT GENERAL,10000.0,10000.0
SP1,3231.0,3,6250111.0,6.0,MOBILIARI ESCOLES INFANTILS MAÓ,6000.0,6000.0
SG4,9311.0,9,6250111.0,6.0,MOBILIARI,20000.0,20000.0
SG4,9206.0,9,6260111.0,6.0,EQUIPAMENT I APLICACIONS  INFORMATIQUES,25000.0,35000.0
SG4,9206.0,9,6260112.0,6.0,EQUIPAMENT INFORMATIC ALTRES SERVEIS,0.0,10000.0
SP1,1640.0,1,6260201.0,6.0,MEJORAS CEMENTERIO ZONAS,15000.0,15000.0
CM1,1610.0,1,6270011.0,6.0,INVERSIONS .- AIGUA I SANEJAMENT,100000.0,100000.0
SP1,3230.0,3,6320111.0,6.0,INVERSIONS EN ESCOLES -,40000.0,40000.0
#,,,,Total 6,,3114616.0,3053200.0
CM2,1511.0,1,7200001.0,7.0,APB - CONVENI  ACCESSIBILITATCOSTA DE SES VOLTES,413300.0,0.0
SP1,3230.0,1.0,7510002.0,7.0,IBISEC - CONVENI REHABILITACIÓ SALA AUGUSTA-CONSERVATORI,0.0,500000.0
SP1,2310.0,2,7510003.0,7.0,CAIB - CONVENI APARCAMENT GERIÀTRIC,0.0,200000.0
SG5,1300.0,1,7610411.0,7.0,CIMe.- PLA TERME.- EXTINCIÓ D'INCENDIS,20000.0,0.0
CM1,1650.0,1,7670111.0,7.0,TRANSF. A C.R.S.U.- PLA EFICIÈNCIA ENERGÈTICA,5300.0,5300.0
CM2,1511.0,1,7670211.0,7.0,CONSORCI PENYA-SEGAT PORT MAÓ - AMORTITZACIONS,117000.0,117000.0
SP3,3400.0,3,7670311.0,7.0,CONSORCI PAVELLÓ BINTAUFA.- AMORTITZACIONS,237500.0,237500.0
SP3,3400.0,3,7700111.0,7.0,U.D. MAHÓN .- CONVENI ENLLUMENAT,70000.0,70000.0
CM1,1610.0,1,7700116.0,7.0,HIDROBAL - OBRES ASSUMIDES PER L'AJUNTAMENT,147247.0,147247.0
CM1,1610.0,1,7810001.0,7.0,FILTRES VERDS.- CONVOCATÒRIA 2018,25000.0,25000.0
CM2,1511.0,1,7810311.0,7.0,PLA MILLORA FAÇANES I REHABILITACIÓ HABITATGES,160000.0,160000.0
#,,,,Total 7,,1195347.0,1462047.0
SG4,9340.0,9,8300001.0,8.0,BESTRETES AL PERSONAL,60000.0,60000.0
#,,,,Total 8,,60000.0,60000.0
SG4,0110,0,9131801.0,9.0,AMORT. PREST 2002 - CAM- Nº 0253636615,140237.0,140237.0
SG4,0110,0,9131901.0,9.0,AMORT. PREST 2003 - LC Nº 30584029822,103045.0,103044.0
SG4,0110,0,9132001.0,9.0,AMORT. PREST 2004  BBVA  974 04357000,266368.0,266368.0
SG4,0110,0,9132101.0,9.0,AMORT. PREST 2005 BBVA  974 05137023,200000.0,200000.0
SG4,0110,0,9132201.0,9.0,AMORT. PREST 2006 BBVA 974-06183571,261795.0,261795.0
SG4,0110,0,9132301.0,9.0,AMORT. PREST 2007 BBVA  Nº 07457494,136175.0,136175.0
SG4,0110,0,9132501.0,9.0,AMORT. PREST 2007 LC  INVERS.Nº 9620-309-10030025,130445.0,130445.0
SG4,0110,0,9132601.0,9.0,AMORT. PREST 2008 LC INV 708776-98,30695.0,38695.0
SG4,0110,0,9132701.0,9.0,AMORT. PREST 2009 BBVA 159010,144440.0,144440.0
SG4,0110,0,9132802.0,9.0,AMORT. PREST 2010 - BANKIA,69858.0,68455.0
#,,,,Total 9,,1483058.0,1489654.0
#,,,,Total general,,36032112.0,36870376.0
